atom_id,rule_type,legal_level,article_reference,who,how,when,what,content_original,is_ambiguous,review_reason,source_document,specific_clause,business_categories,related_scenarios,parameters,where,reconstructed_text,bert_similarity_score
YZ-PSM-EVT-00041,EVT_TRIGGER,L3_DEPT_RULE,第二部分第一段（ATM转账延时）,发卡行,受理24小时后办理；受理后24小时内，个人可申请撤销；受理行须在界面明确提示办理时间及可撤销规则,个人通过自助柜员机（含其他具有存取款功能的自助设备）转账，且非本人同行账户,资金转账,除向本人同行账户转账外，个人通过自助柜员机（含其他具有存取款功能的自助设备，下同）转账的，发卡行在受理24 小时后办理资金转账。在发卡行受理后24小时内，个人可以向发卡行申请撤销转账。受理行应当在受理结果界面对转账业务办理时间和可撤销规定作出明确提示。,False,NONE,中国人民银行关于加强支付结算管理防范电信网络新型违法犯罪有关事项的通知（银发〔2016〕261号）,,"['支付结算', '转账服务', '风险拦截']",['自助柜员机转账延时与撤销'],,ATM转账交易处理系统,发卡行 个人通过自助柜员机（含其他具有存取款功能的自助设备）转账，且非本人同行账户 ATM转账交易处理系统 受理24小时后办理；受理后24小时内，个人可申请撤销；受理行须在界面明确提示办理时间及可撤销规则 资金转账,0.9562528133392334
YZ-PSM-OBL-00042,OBL_MANDATORY,L3_DEPT_RULE,第一部分·第一条,银行,必须提供汉语提示；无法提供汉语提示的，不得提供转账功能,通过自助柜员机为个人办理转账业务时,汉语语音提示、文字/标识/弹窗防诈骗提醒；非汉语界面中资金转出等核心字段,银行通过自助柜员机为个人办理转账业务的，应当增加汉语语音提示，并通过文字、标识、弹窗等设置防诈骗提醒；非汉语提示界面应当对资金转出等核心关键字段提供汉语提示，无法提示的，不得提供转账。,False,NONE,中国人民银行关于加强支付结算管理防范电信网络新型违法犯罪有关事项的通知（银发〔2016〕261号）,,"['支付结算', '反电信诈骗']","['自助柜员机转账', '防诈骗提醒']",,自助柜员机界面（含非汉语界面）,银行 通过自助柜员机为个人办理转账业务时 自助柜员机界面（含非汉语界面） 必须提供汉语提示；无法提供汉语提示的，不得提供转账功能 汉语语音提示、文字/标识/弹窗防诈骗提醒；非汉语界面中资金转出等核心字段,0.9620848894119263
YZ-PSM-PRC-00043,PRC_FLOW,L3_DEPT_RULE,第一部分·第二条,银行,必须与存款人签订书面或电子协议予以约定,自2016年12月1日起，为存款人开通非柜面转账业务时,非柜面渠道向非同名银行账户和支付账户转账的限额参数（日累计限额、笔数、年累计限额）,加强银行非柜面转账管理。自2016年12月1日起，银行在为存款人开通非柜面转账业务时，应当与存款人签订协议，约定非柜面渠道向非同名银行账户和支付账户转账的日累计限额、笔数和年累计限额等，超出限额和笔数的，应当到银行柜面,False,NONE,中国人民银行关于加强支付结算管理防范电信网络新型违法犯罪有关事项的通知（银发〔2016〕261号）,,"['支付结算', '账户管理']","['非柜面转账开通', '限额协议签订']",,银行与存款人签约环节,银行 自2016年12月1日起，为存款人开通非柜面转账业务时 银行与存款人签约环节 必须与存款人签订书面或电子协议予以约定 非柜面渠道向非同名银行账户和支付账户转账的限额参数（日累计限额、笔数、年累计限额）,0.9458961486816406
YZ-PSM-VAL-00044,VAL_THRESHOLD,L3_DEPT_RULE,第一部分·第二条（后半段）,银行,必须采用数字证书或电子签名等安全可靠的支付指令验证方式,为个人办理非柜面转账且单日累计金额超过5万元时,向本人同行账户以外的账户转账,除向本人同行账户转账外，银行为个人办理非柜面转账业务，单日累计金额超过5万元的，应当采用数字证书或者电子签名等安全可靠的支付指令验证方式。,False,NONE,中国人民银行关于加强支付结算管理防范电信网络新型违法犯罪有关事项的通知（银发〔2016〕261号）,,"['支付结算', '账户安全']",['大额非柜面转账验证'],,非柜面转账交易发起环节,银行 为个人办理非柜面转账且单日累计金额超过5万元时 非柜面转账交易发起环节 必须采用数字证书或电子签名等安全可靠的支付指令验证方式 向本人同行账户以外的账户转账,0.9710851907730103
YZ-PSM-EVT-00045,EVT_TRIGGER,L3_DEPT_RULE,第一部分·第二条（末句）,银行,必须进行大额交易提醒，并获得单位或个人确认后方可继续转账,单位/个人银行账户非柜面转账单日累计金额分别超过100万元/30万元时,单位或个人银行账户的非柜面转账行为,单位、个人银行账户非柜面转账单日累计金额分别超过100万元、30万元的，银行应当进行大额交易提醒，单位、个人确认后方可转账。,False,NONE,中国人民银行关于加强支付结算管理防范电信网络新型违法犯罪有关事项的通知（银发〔2016〕261号）,,"['支付结算', '风险监测']",['大额交易提醒'],,转账交易触发瞬间,银行 单位/个人银行账户非柜面转账单日累计金额分别超过100万元/30万元时 转账交易触发瞬间 必须进行大额交易提醒，并获得单位或个人确认后方可继续转账 单位或个人银行账户的非柜面转账行为,0.9495401978492737
YZ-PSM-PRC-00046,PRC_FLOW,L3_DEPT_RULE,第一部分·第三条,支付机构,必须与单位和个人签订协议予以约定,自2016年12月1日起，为单位和个人开立支付账户时,支付账户与支付账户、支付账户与银行账户之间的日累计转账限额和笔数,加强支付账户转账管理。自2016年12月1日起，支付机构在为单位和个人开立支付账户时，应当与单位和个人签订协议，约定支付账户与支付账户、支付账户与银行账户之间的日累计转账限额和笔数，超出限额和笔数的，不得再办理转账业务。,False,NONE,中国人民银行关于加强支付结算管理防范电信网络新型违法犯罪有关事项的通知（银发〔2016〕261号）,,"['支付账户管理', '反洗钱']",['支付账户限额协议'],,支付账户开户及协议签署环节,支付机构 自2016年12月1日起，为单位和个人开立支付账户时 支付账户开户及协议签署环节 必须与单位和个人签订协议予以约定 支付账户与支付账户、支付账户与银行账户之间的日累计转账限额和笔数,0.9355118870735168
YZ-PSM-OBL-00047,OBL_ONGOING,L3_DEPT_RULE,第一部分·第四条,银行和支付机构,应按照‘了解你的客户’原则开展调查；如发现异常，须按审慎原则调整服务,发现账户存在大量转入转出交易时,单位或个人账户的交易背景,"加强交易背景调查。银行和支付机构发现账户存在大量转入转出交易的，应当按照“了解你的客户""原则，对单位或者个人的交易背景进行调查。如发现存在异常的，应当按照审慎原则调整向单位和个人提供的相关服务。",True,AMBIGUOUS_TEXT,中国人民银行关于加强支付结算管理防范电信网络新型违法犯罪有关事项的通知（银发〔2016〕261号）,,"['客户尽职调查', '反洗钱']",['异常交易背景调查'],,账户交易监控系统,银行和支付机构 发现账户存在大量转入转出交易时 账户交易监控系统 应按照‘了解你的客户’原则开展调查；如发现异常，须按审慎原则调整服务 单位或个人账户的交易背景,0.9325215816497803
YZ-PSM-PRO-00048,PRO_FORBIDDEN,L3_DEPT_RULE,第一部分·第五条,银行和支付机构,不得提供T+0资金结算服务,为特约商户提供T+0资金结算服务前,入网不满90日或入网后连续正常交易不满30日的特约商户,加强特约商户资金结算管理。银行和支付机构为特约商户提供T+0资金结算服务的，应当对特约商户加强交易监测和风险管理，不得为入网不满90日或者入网后连续正常交易不满30日的特约商户提供T+0资金结算服务。,False,NONE,中国人民银行关于加强支付结算管理防范电信网络新型违法犯罪有关事项的通知（银发〔2016〕261号）,,"['特约商户管理', '资金结算']",['T+0结算准入'],,T+0服务开通审批环节,银行和支付机构 为特约商户提供T+0资金结算服务前 T+0服务开通审批环节 不得提供T+0资金结算服务 入网不满90日或入网后连续正常交易不满30日的特约商户,0.9369736909866333
YZ-PSM-PRO-00049,PRO_FORBIDDEN,L3_DEPT_RULE,第二部分·第一条,任何单位和个人,不得在网上买卖,任何时候,POS机（含MPOS）、刷卡器等受理终端,任何单位和个人不得在网上买卖POS机（包括MPOS）、刷卡器等受理终端。,False,NONE,中国人民银行关于加强支付结算管理防范电信网络新型违法犯罪有关事项的通知（银发〔2016〕261号）,,"['银行卡业务', '受理终端管理']",['POS机非法买卖'],,互联网平台及线下交易场景,任何单位和个人 任何时候 互联网平台及线下交易场景 不得在网上买卖 POS机（含MPOS）、刷卡器等受理终端,0.9586732983589172
YZ-PSM-OBL-00050,OBL_MANDATORY,L3_DEPT_RULE,第二部分·第一条（中段）,银行和支付机构,必须进行现场检查并逐一核对,截至2016年11月30日前,受理终端实际使用地点,银行和支付机构应当对全部实体特约商户进行现场检查，逐一核对其受理终端的使用地点。,False,NONE,中国人民银行关于加强支付结算管理防范电信网络新型违法犯罪有关事项的通知（银发〔2016〕261号）,,"['银行卡业务', '特约商户管理']",['受理终端现场核查'],,全部实体特约商户经营场所,银行和支付机构 截至2016年11月30日前 全部实体特约商户经营场所 必须进行现场检查并逐一核对 受理终端实际使用地点,0.9087903499603271
YZ-PSM-PRO-00051,PRO_FORBIDDEN,L3_DEPT_RULE,第二部分·第一条（后段）,银行和支付机构,一律停止其业务功能,发现受理终端违规移机使用或无法确认实际使用地点时,违规移机或地址不明的受理终端,对于违规移机使用、无法确认实际使用地点的受理终端一律停止业务功能。,False,NONE,中国人民银行关于加强支付结算管理防范电信网络新型违法犯罪有关事项的通知（银发〔2016〕261号）,,"['银行卡业务', '受理终端管理']",['违规移机处置'],,受理终端生命周期管理环节,银行和支付机构 发现受理终端违规移机使用或无法确认实际使用地点时 受理终端生命周期管理环节 一律停止其业务功能 违规移机或地址不明的受理终端,0.9025087356567383
